Date and Time:                Fri Sep 9 14:46:20.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	305
261.39099	306
261.41223	308
261.4335	305
261.45474	307
261.47598	309
261.49722	304
261.51846	310
261.5397	300
261.56094	305
261.58218	300
261.60342	308
261.62466	303
261.6459	305
261.66718	308
261.68842	306
261.70966	303
261.7309	306
261.75214	307
261.77338	297
261.79462	307
261.81586	310
261.8371	309
261.85834	298
261.87958	308
261.90082	300
261.92206	309
261.9433	302
261.96454	306
261.98578	302
262.00702	304
262.02826	305
262.0495	301
262.07071	302
262.09195	305
262.11319	305
262.13443	302
262.15567	308
262.17691	307
262.19815	304
262.21939	312
262.24063	309
262.26187	308
262.28311	299
262.30432	307
262.32556	310
262.3468	305
262.36804	308
262.38928	302
262.41052	303
262.43176	305
262.45297	305
262.47421	308
262.49545	305
262.51669	311
262.53793	306
262.55917	305
262.58038	304
262.60162	300
262.62286	305
262.6441	305
262.66531	310
262.68655	305
262.70779	313
262.72903	311
262.75024	299
262.77148	309
262.79272	306
262.81396	303
262.83517	308
262.85641	304
262.87766	311
262.8989	303
262.9201	303
262.94135	305
262.96259	296
262.9838	305
263.00504	301
263.02628	306
263.04749	302
263.06873	310
263.08997	309
263.11118	304
263.13242	302
263.15366	307
263.17487	305
263.19611	303
263.21732	309
263.23856	305
263.2598	307
263.28101	309
263.30225	309
263.32346	308
263.3447	306
263.36594	303
263.38715	301
263.40839	301
263.4296	304
263.45084	300
263.47205	302
263.49329	300
263.51453	300
263.53574	301
263.55698	303
263.57819	304
263.59943	309
263.62064	300
263.64188	300
263.66309	299
263.68433	306
263.70554	301
263.72678	308
263.74799	313
263.7692	305
263.79044	306
263.81165	303
263.83289	303
263.8541	307
263.87534	301
263.89655	304
263.91779	300
263.939	301
263.96021	305
263.98145	307
264.00266	307
264.0239	305
264.0451	307
264.06631	307
264.08755	301
264.10876	309
264.12997	309
264.15121	303
264.17242	305
