Date and Time:                Fri Sep 9 15:06:15.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         180
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	745
261.39099	725
261.41223	693
261.4335	700
261.45474	725
261.47598	703
261.49722	684
261.51846	693
261.5397	675
261.56094	686
261.58218	692
261.60342	727
261.62466	703
261.6459	703
261.66718	690
261.68842	695
261.70966	692
261.7309	675
261.75214	725
261.77338	678
261.79462	689
261.81586	681
261.8371	701
261.85834	687
261.87958	664
261.90082	705
261.92206	684
261.9433	662
261.96454	660
261.98578	663
262.00702	642
262.02826	674
262.0495	671
262.07071	677
262.09195	684
262.11319	691
262.13443	679
262.15567	698
262.17691	687
262.19815	707
262.21939	660
262.24063	689
262.26187	663
262.28311	678
262.30432	700
262.32556	683
262.3468	672
262.36804	637
262.38928	680
262.41052	660
262.43176	650
262.45297	679
262.47421	663
262.49545	687
262.51669	676
262.53793	680
262.55917	672
262.58038	744
262.60162	664
262.62286	650
262.6441	678
262.66531	652
262.68655	727
262.70779	643
262.72903	659
262.75024	632
262.77148	662
262.79272	676
262.81396	703
262.83517	682
262.85641	658
262.87766	668
262.8989	708
262.9201	649
262.94135	671
262.96259	682
262.9838	658
263.00504	650
263.02628	658
263.04749	655
263.06873	634
263.08997	668
263.11118	636
263.13242	652
263.15366	634
263.17487	661
263.19611	645
263.21732	649
263.23856	650
263.2598	648
263.28101	646
263.30225	625
263.32346	649
263.3447	640
263.36594	622
263.38715	626
263.40839	668
263.4296	633
263.45084	627
263.47205	619
263.49329	628
263.51453	609
263.53574	626
263.55698	637
263.57819	600
263.59943	617
263.62064	611
263.64188	631
263.66309	663
263.68433	684
263.70554	609
263.72678	623
263.74799	626
263.7692	601
263.79044	648
263.81165	630
263.83289	615
263.8541	643
263.87534	621
263.89655	641
263.91779	597
263.939	611
263.96021	615
263.98145	619
264.00266	617
264.0239	666
264.0451	613
264.06631	609
264.08755	616
264.10876	644
264.12997	626
264.15121	611
264.17242	593
264.19363	606
