Date and Time:                Fri Sep 9 14:44:24.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.8
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	308
261.39099	306
261.41223	303
261.4335	304
261.45474	309
261.47598	304
261.49722	307
261.51846	301
261.5397	311
261.56094	309
261.58218	303
261.60342	307
261.62466	309
261.6459	307
261.66718	311
261.68842	308
261.70966	305
261.7309	306
261.75214	310
261.77338	300
261.79462	305
261.81586	311
261.8371	306
261.85834	304
261.87958	306
261.90082	302
261.92206	306
261.9433	306
261.96454	307
261.98578	309
262.00702	303
262.02826	303
262.0495	312
262.07071	300
262.09195	306
262.11319	308
262.13443	299
262.15567	312
262.17691	302
262.19815	305
262.21939	302
262.24063	306
262.26187	306
262.28311	308
262.30432	297
262.32556	308
262.3468	308
262.36804	302
262.38928	308
262.41052	306
262.43176	300
262.45297	309
262.47421	306
262.49545	300
262.51669	306
262.53793	307
262.55917	309
262.58038	303
262.60162	299
262.62286	309
262.6441	307
262.66531	304
262.68655	307
262.70779	314
262.72903	307
262.75024	303
262.77148	306
262.79272	309
262.81396	303
262.83517	302
262.85641	299
262.87766	298
262.8989	309
262.9201	302
262.94135	301
262.96259	309
262.9838	305
263.00504	306
263.02628	303
263.04749	309
263.06873	307
263.08997	310
263.11118	303
263.13242	309
263.15366	300
263.17487	308
263.19611	305
263.21732	296
263.23856	306
263.2598	309
263.28101	311
263.30225	308
263.32346	302
263.3447	303
263.36594	301
263.38715	305
263.40839	301
263.4296	300
263.45084	309
263.47205	300
263.49329	297
263.51453	308
263.53574	305
263.55698	306
263.57819	301
263.59943	308
263.62064	306
263.64188	311
263.66309	303
263.68433	305
263.70554	301
263.72678	298
263.74799	302
263.7692	297
263.79044	306
263.81165	307
263.83289	303
263.8541	300
263.87534	307
263.89655	310
263.91779	309
263.939	303
263.96021	302
263.98145	308
264.00266	310
264.0239	308
264.0451	304
264.06631	302
264.08755	308
264.10876	306
264.12997	311
264.15121	309
264.17242	304
