Date and Time:                Fri Sep 9 15:00:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         180
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.36975	749
261.39099	720
261.41223	704
261.4335	711
261.45474	722
261.47598	715
261.49722	696
261.51846	710
261.5397	681
261.56094	687
261.58218	698
261.60342	739
261.62466	694
261.6459	702
261.66718	705
261.68842	684
261.70966	698
261.7309	667
261.75214	746
261.77338	688
261.79462	687
261.81586	689
261.8371	721
261.85834	689
261.87958	681
261.90082	710
261.92206	672
261.9433	667
261.96454	657
261.98578	671
262.00702	660
262.02826	674
262.0495	665
262.07071	678
262.09195	681
262.11319	698
262.13443	685
262.15567	705
262.17691	694
262.19815	713
262.21939	662
262.24063	689
262.26187	669
262.28311	672
262.30432	700
262.32556	676
262.3468	674
262.36804	646
262.38928	696
262.41052	668
262.43176	660
262.45297	667
262.47421	662
262.49545	686
262.51669	684
262.53793	683
262.55917	680
262.58038	744
262.60162	676
262.62286	646
262.6441	689
262.66531	650
262.68655	733
262.70779	662
262.72903	661
262.75024	647
262.77148	657
262.79272	667
262.81396	702
262.83517	675
262.85641	665
262.87766	666
262.8989	700
262.9201	660
262.94135	681
262.96259	687
262.9838	673
263.00504	639
263.02628	656
263.04749	664
263.06873	647
263.08997	670
263.11118	640
263.13242	650
263.15366	634
263.17487	656
263.19611	639
263.21732	656
263.23856	647
263.2598	661
263.28101	650
263.30225	639
263.32346	653
263.3447	640
263.36594	630
263.38715	628
263.40839	664
263.4296	635
263.45084	630
263.47205	628
263.49329	630
263.51453	624
263.53574	638
263.55698	647
263.57819	611
263.59943	629
263.62064	622
263.64188	632
263.66309	664
263.68433	699
263.70554	622
263.72678	630
263.74799	621
263.7692	608
263.79044	642
263.81165	633
263.83289	624
263.8541	647
263.87534	619
263.89655	651
263.91779	611
263.939	736
263.96021	813
263.98145	645
264.00266	610
264.0239	666
264.0451	631
264.06631	614
264.08755	606
264.10876	663
264.12997	621
264.15121	621
264.17242	607
264.19363	614
