Date and Time:                Mon Oct 10 12:30:18.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	13311
192.05646	12809
192.078	12516
192.09956	11695
192.12112	11320
192.14268	11799
192.16425	11001
192.18581	9031
192.20735	8083
192.22891	7963
192.25047	8242
192.27203	8338
192.29358	8099
192.31514	9380
192.3367	9788
192.35826	8544
192.37981	8665
192.40137	10091
192.42293	10396
192.44449	9245
192.46603	8366
192.48759	9804
192.50916	11586
192.5307	11950
192.55226	10869
192.57381	8932
192.59537	9140
192.61693	11030
192.63847	12350
192.66003	12658
192.68159	12023
192.70314	10142
192.7247	9247
192.74625	10963
192.76781	12691
192.78935	13212
192.81091	13151
192.83246	12672
192.85402	11423
192.87556	10019
192.89713	10991
192.91867	12788
192.94023	13573
192.96178	13686
192.98334	13750
193.00488	13569
193.02643	12665
193.04799	11134
193.06953	11193
193.09109	12809
193.11264	13749
193.13419	14036
193.15575	14191
193.17729	14157
193.19884	14074
193.2204	13567
193.24194	12516
193.26349	12146
193.28505	13199
193.30659	13900
193.32814	14165
193.34969	14375
193.37125	14389
193.39279	14373
193.41434	14311
193.43588	14036
193.45744	13396
193.47899	12932
193.50053	13362
193.52208	14060
193.54362	14365
193.56517	14518
193.58673	14469
193.60828	14501
193.62982	14553
193.65137	14511
193.67291	14308
193.69446	13694
193.716	13211
193.73755	13187
193.75909	13825
193.78064	14096
193.80219	13790
193.82375	14140
193.84529	14408
193.86684	14106
193.88838	13895
193.90993	14482
193.93147	14627
193.953	14328
193.97455	13709
193.99609	13678
194.01764	14381
194.03918	14664
194.06073	14790
194.08228	14605
194.10382	14151
194.12537	14488
194.14691	14796
194.16846	14981
194.18999	14872
194.21153	14812
194.23308	14463
194.25462	14194
194.27617	14418
194.29771	14738
194.31924	14906
194.34079	14956
194.36234	14959
194.38388	14857
194.40541	14544
194.42696	14483
194.4485	14762
194.47005	14492
194.49158	13216
194.51312	11740
194.53467	11602
