Date and Time:                Mon Oct 10 12:33:02.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	537
192.05646	522
192.078	510
192.09956	503
192.12112	497
192.14268	508
192.16425	499
192.18581	484
192.20735	462
192.22891	464
192.25047	468
192.27203	483
192.29358	472
192.31514	483
192.3367	480
192.35826	467
192.37981	484
192.40137	477
192.42293	507
192.44449	475
192.46603	466
192.48759	483
192.50916	506
192.5307	505
192.55226	483
192.57381	478
192.59537	484
192.61693	494
192.63847	496
192.66003	496
192.68159	491
192.70314	481
192.7247	470
192.74625	491
192.76781	513
192.78935	521
192.81091	513
192.83246	509
192.85402	498
192.87556	484
192.89713	487
192.91867	504
192.94023	515
192.96178	512
192.98334	528
193.00488	515
193.02643	502
193.04799	486
193.06953	501
193.09109	512
193.11264	522
193.13419	519
193.15575	527
193.17729	535
193.19884	523
193.2204	524
193.24194	507
193.26349	525
193.28505	523
193.30659	522
193.32814	534
193.34969	528
193.37125	545
193.39279	519
193.41434	522
193.43588	524
193.45744	524
193.47899	514
193.50053	533
193.52208	522
193.54362	524
193.56517	543
193.58673	547
193.60828	534
193.62982	534
193.65137	548
193.67291	535
193.69446	522
193.716	521
193.73755	526
193.75909	515
193.78064	543
193.80219	518
193.82375	533
193.84529	522
193.86684	531
193.88838	521
193.90993	539
193.93147	533
193.953	544
193.97455	520
193.99609	525
194.01764	537
194.03918	551
194.06073	534
194.08228	526
194.10382	549
194.12537	539
194.14691	539
194.16846	539
194.18999	539
194.21153	548
194.23308	531
194.25462	539
194.27617	540
194.29771	529
194.31924	537
194.34079	539
194.36234	558
194.38388	571
194.40541	536
194.42696	530
194.4485	540
194.47005	541
194.49158	524
194.51312	514
194.53467	495
194.5562	502
194.57774	508
194.59929	511
194.62082	498
194.64236	534
194.66391	505
194.68544	500
194.70699	520
194.72852	547
194.75006	528
194.77161	507
194.79314	505
194.81468	541
194.83621	549
194.85776	532
194.87929	508
194.90083	512
