Date and Time:                Mon Oct 10 12:42:30.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         55
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	530
192.05646	518
192.078	510
192.09956	496
192.12112	498
192.14268	498
192.16425	490
192.18581	475
192.20735	458
192.22891	459
192.25047	470
192.27203	476
192.29358	462
192.31514	484
192.3367	480
192.35826	469
192.37981	466
192.40137	489
192.42293	496
192.44449	478
192.46603	464
192.48759	476
192.50916	501
192.5307	495
192.55226	484
192.57381	467
192.59537	468
192.61693	474
192.63847	488
192.66003	495
192.68159	490
192.70314	477
192.7247	470
192.74625	693
192.76781	885
192.78935	514
192.81091	505
192.83246	508
192.85402	502
192.87556	481
192.89713	477
192.91867	509
192.94023	515
192.96178	508
192.98334	520
193.00488	509
193.02643	508
193.04799	481
193.06953	501
193.09109	512
193.11264	512
193.13419	521
193.15575	516
193.17729	529
193.19884	531
193.2204	528
193.24194	507
193.26349	526
193.28505	505
193.30659	514
193.32814	536
193.34969	513
193.37125	547
193.39279	518
193.41434	529
193.43588	518
193.45744	511
193.47899	505
193.50053	528
193.52208	523
193.54362	528
193.56517	537
193.58673	545
193.60828	524
193.62982	537
193.65137	537
193.67291	533
193.69446	512
193.716	504
193.73755	527
193.75909	513
193.78064	537
193.80219	517
193.82375	520
193.84529	518
193.86684	536
193.88838	527
193.90993	526
193.93147	535
193.953	532
193.97455	527
193.99609	518
194.01764	541
194.03918	543
194.06073	547
194.08228	581
194.10382	549
194.12537	544
194.14691	533
194.16846	532
194.18999	639
194.21153	608
194.23308	648
194.25462	539
194.27617	520
194.29771	539
194.31924	531
194.34079	537
194.36234	551
194.38388	558
194.40541	536
194.42696	532
194.4485	549
194.47005	529
194.49158	530
194.51312	502
194.53467	501
194.5562	510
194.57774	511
194.59929	507
194.62082	494
194.64236	521
194.66391	512
194.68544	494
194.70699	514
194.72852	555
194.75006	531
194.77161	503
194.79314	503
194.81468	540
194.83621	540
194.85776	549
194.87929	507
194.90083	499
