Date and Time:                Mon Oct 10 13:31:57.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	308
192.05646	311
192.078	307
192.09956	305
192.12112	316
192.14268	312
192.16425	312
192.18581	312
192.20735	307
192.22891	308
192.25047	312
192.27203	313
192.29358	307
192.31514	310
192.3367	306
192.35826	309
192.37981	312
192.40137	307
192.42293	312
192.44449	306
192.46603	310
192.48759	307
192.50916	306
192.5307	306
192.55226	304
192.57381	307
192.59537	309
192.61693	302
192.63847	303
192.66003	302
192.68159	311
192.70314	309
192.7247	311
192.74625	304
192.76781	315
192.78935	309
192.81091	306
192.83246	313
192.85402	308
192.87556	305
192.89713	304
192.91867	307
192.94023	311
192.96178	301
192.98334	312
193.00488	305
193.02643	309
193.04799	316
193.06953	305
193.09109	312
193.11264	308
193.13419	307
193.15575	305
193.17729	313
193.19884	308
193.2204	311
193.24194	310
193.26349	313
193.28505	311
193.30659	306
193.32814	311
193.34969	314
193.37125	312
193.39279	307
193.41434	308
193.43588	307
193.45744	314
193.47899	304
193.50053	305
193.52208	307
193.54362	305
193.56517	301
193.58673	310
193.60828	301
193.62982	304
193.65137	302
193.67291	307
193.69446	308
193.716	310
193.73755	302
193.75909	307
193.78064	311
193.80219	307
193.82375	311
193.84529	309
193.86684	309
193.88838	307
193.90993	309
193.93147	304
193.953	301
193.97455	309
193.99609	300
194.01764	309
194.03918	304
194.06073	306
194.08228	310
194.10382	305
194.12537	312
194.14691	305
194.16846	304
194.18999	307
194.21153	305
194.23308	296
194.25462	308
194.27617	303
194.29771	300
194.31924	307
194.34079	303
194.36234	311
194.38388	308
194.40541	300
194.42696	303
194.4485	303
194.47005	303
194.49158	306
194.51312	303
194.53467	307
194.5562	309
194.57774	304
194.59929	317
194.62082	305
194.64236	305
194.66391	311
194.68544	308
194.70699	306
194.72852	305
194.75006	310
194.77161	306
194.79314	314
194.81468	304
194.83621	307
194.85776	306
194.87929	301
194.90083	311
