Date and Time:                Fri Sep 9 18:56:01.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              276
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



254.33386	305
254.35513	306
254.37642	303
254.39769	297
254.41898	304
254.44025	305
254.46153	302
254.4828	303
254.50407	300
254.52536	309
254.54663	303
254.56792	301
254.58919	304
254.61046	303
254.63174	305
254.65302	304
254.67429	303
254.69557	306
254.71684	310
254.73811	300
254.75938	304
254.78067	306
254.80194	299
254.82321	307
254.84448	301
254.86575	307
254.88704	308
254.90831	298
254.92958	303
254.95085	301
254.97212	303
254.99339	301
255.01468	305
255.03595	298
255.05722	303
255.07849	300
255.09976	302
255.12103	305
255.1423	302
255.16357	300
255.18484	308
255.20612	303
255.22739	309
255.24866	305
255.26993	306
255.2912	311
255.31247	302
255.33374	301
255.35501	298
255.37628	310
255.39755	301
255.41882	308
255.44008	296
255.46135	310
255.48262	303
255.50389	303
255.52516	304
255.54643	304
255.56769	302
255.58896	301
255.61023	308
255.6315	306
255.65277	307
255.67403	304
255.6953	309
255.71657	308
255.73784	305
255.75909	301
255.78036	304
255.80164	305
255.82289	299
255.84416	309
255.86543	303
255.88669	304
255.90796	306
255.92921	303
255.95049	306
255.97176	307
255.99301	302
256.01428	303
256.03555	303
256.05679	302
256.07806	309
256.09933	303
256.12061	305
256.14185	308
256.16312	302
256.18439	303
256.20566	302
256.2269	305
256.24817	309
256.26944	304
256.29068	301
256.31195	302
256.33322	305
256.35449	306
256.37573	306
256.397	300
256.41827	308
256.43951	301
256.46078	306
256.48206	296
256.5033	301
256.52457	299
256.54581	305
256.56708	303
256.58835	305
256.60959	308
256.63086	304
256.65213	302
256.67337	304
256.69464	306
256.71588	298
256.73715	302
256.75839	305
256.77966	304
256.80093	307
256.82217	309
256.84344	302
256.86469	306
256.88596	306
256.9072	304
256.92847	303
256.94971	306
256.97098	307
256.99222	306
257.01349	300
257.03473	310
257.056	294
257.07724	304
257.09851	304
257.11975	303
257.14102	309
