Date and Time:                Fri Sep 9 18:55:55.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              276
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



254.33386	306
254.35513	300
254.37642	295
254.39769	307
254.41898	299
254.44025	305
254.46153	307
254.4828	301
254.50407	305
254.52536	307
254.54663	300
254.56792	298
254.58919	306
254.61046	297
254.63174	300
254.65302	306
254.67429	300
254.69557	304
254.71684	303
254.73811	303
254.75938	305
254.78067	307
254.80194	308
254.82321	295
254.84448	304
254.86575	305
254.88704	302
254.90831	302
254.92958	295
254.95085	305
254.97212	306
254.99339	307
255.01468	303
255.03595	298
255.05722	298
255.07849	300
255.09976	306
255.12103	300
255.1423	302
255.16357	305
255.18484	297
255.20612	304
255.22739	303
255.24866	305
255.26993	304
255.2912	300
255.31247	305
255.33374	298
255.35501	304
255.37628	301
255.39755	308
255.41882	310
255.44008	304
255.46135	301
255.48262	302
255.50389	301
255.52516	302
255.54643	306
255.56769	301
255.58896	300
255.61023	307
255.6315	302
255.65277	297
255.67403	305
255.6953	302
255.71657	300
255.73784	300
255.75909	306
255.78036	296
255.80164	305
255.82289	302
255.84416	298
255.86543	309
255.88669	304
255.90796	300
255.92921	306
255.95049	300
255.97176	302
255.99301	306
256.01428	300
256.03555	300
256.05679	305
256.07806	303
256.09933	298
256.12061	302
256.14185	301
256.16312	303
256.18439	304
256.20566	303
256.2269	302
256.24817	307
256.26944	302
256.29068	300
256.31195	297
256.33322	299
256.35449	302
256.37573	305
256.397	303
256.41827	303
256.43951	301
256.46078	305
256.48206	297
256.5033	304
256.52457	302
256.54581	309
256.56708	300
256.58835	303
256.60959	303
256.63086	300
256.65213	297
256.67337	300
256.69464	298
256.71588	305
256.73715	297
256.75839	299
256.77966	301
256.80093	305
256.82217	301
256.84344	299
256.86469	294
256.88596	301
256.9072	302
256.92847	300
256.94971	307
256.97098	301
256.99222	304
257.01349	302
257.03473	301
257.056	306
257.07724	301
257.09851	305
257.11975	301
257.14102	306
