Date and Time:                Mon Jan 30 17:12:42.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         4.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              225
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



203.08546	12147
203.10698	11633
203.12848	11586
203.14999	11601
203.17151	11587
203.19302	11674
203.21452	11713
203.23604	11696
203.25755	11648
203.27905	11667
203.30057	11633
203.32208	11574
203.34358	11523
203.3651	11616
203.38661	11651
203.40811	11727
203.42963	11742
203.45113	11732
203.47264	11755
203.49416	11828
203.51566	11836
203.53717	11801
203.55867	11837
203.58018	11854
203.60168	11837
203.6232	11816
203.6447	11948
203.66621	11947
203.68771	11923
203.70923	11943
203.73073	11935
203.75224	11983
203.77374	11976
203.79526	11963
203.81676	11989
203.83827	11970
203.85977	12024
203.88127	12092
203.90279	12138
203.92429	12134
203.94579	12164
203.9673	12095
203.9888	12098
204.01031	12056
204.03181	12076
204.05331	12116
204.07481	12131
204.09633	12179
204.11783	12161
204.13933	12212
204.16084	12246
204.18234	12153
204.20384	12216
204.22534	12210
204.24684	12288
204.26836	12245
204.28986	12264
204.31136	12275
204.33286	12390
204.35435	12375
204.37587	12329
204.39737	12292
204.41887	12326
204.44037	12323
204.46187	12311
204.48337	12276
204.50487	12241
204.52637	12285
204.54787	12252
204.56937	12211
204.59087	12238
204.61237	12331
204.63387	12292
204.65536	12305
204.67688	12324
204.69836	12268
204.71986	12230
204.74136	12211
204.76286	12275
204.78436	12330
204.80586	12282
204.82736	12302
204.84886	12319
204.87036	12307
204.89186	12361
204.91336	12407
204.93486	12488
204.95636	12457
204.97784	12459
204.99934	12411
205.02084	12478
205.04234	12414
205.06384	12395
205.08534	12473
205.10683	12554
205.12833	12503
205.14983	12542
205.17133	12525
205.19281	12546
205.21431	12602
205.23581	12602
205.25731	12542
205.27879	12580
205.30029	12619
205.32179	12632
205.34328	12700
205.36478	12737
205.38628	12731
205.40776	12707
205.42926	12629
205.45074	12634
205.47224	12621
205.49374	12702
205.51523	12651
205.53673	12740
205.55821	12784
