Date and Time:                Tue Jan 31 14:39:31.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	13298
192.05646	12340
192.078	11227
192.09956	10147
192.12112	10549
192.14268	9890
192.16425	6910
192.18581	4662
192.20735	3986
192.22891	4262
192.25047	4581
192.27203	4243
192.29358	5601
192.31514	7071
192.3367	5698
192.35826	4889
192.37981	6926
192.40137	8126
192.42293	6874
192.44449	4993
192.46603	6255
192.48759	9449
192.50916	10919
192.5307	9776
192.55226	6691
192.57381	5659
192.59537	8156
192.61693	10989
192.63847	12111
192.66003	11599
192.68159	8846
192.70314	6441
192.7247	8039
192.74625	11260
192.76781	12837
192.78935	13116
192.81091	12495
192.83246	10737
192.85402	8107
192.87556	8381
192.89713	11381
192.91867	13410
192.94023	14036
192.96178	14131
192.98334	13920
193.00488	12883
193.02643	10376
193.04799	9341
193.06953	11381
193.09109	13540
193.11264	14486
193.13419	14738
193.15575	14823
193.17729	14696
193.19884	14131
193.2204	12560
193.24194	11161
193.26349	12178
193.28505	13904
193.30659	14673
193.32814	15024
193.34969	15147
193.37125	15244
193.39279	15214
193.41434	14860
193.43588	13951
193.45744	12827
193.47899	13034
193.50053	14180
193.52208	14890
193.54362	15198
193.56517	15259
193.58673	15253
193.60828	15291
193.62982	15285
193.65137	15023
193.67291	14075
193.69446	13113
193.716	12750
193.73755	13474
193.75909	14414
193.78064	14053
193.80219	14317
193.82375	14903
193.84529	14771
193.86684	14168
193.88838	14788
193.90993	15364
193.93147	15217
193.953	14250
193.97455	13701
193.99609	14608
194.01764	15417
194.03918	15672
194.06073	15557
194.08228	14912
194.10382	14915
194.12537	15491
194.14691	15983
194.16846	16037
194.18999	15899
194.21153	15479
194.23308	14800
194.25462	14949
194.27617	15543
194.29771	15902
194.31924	16064
194.34079	16125
194.36234	15920
194.38388	15553
194.40541	15106
194.42696	15348
194.4485	15234
194.47005	13779
194.49158	11160
194.51312	10119
194.53467	9795
