Date and Time:                Tue Jan 31 14:29:49.000 2023
194.92236	541
194.94391	541
194.96544	541
194.98698	540
195.00851	515
195.03006	506
195.05159	533
195.07312	545
195.09467	550
195.1162	555
195.13774	548
195.15927	561
195.1808	525
195.20235	526
195.22388	545
195.24541	583
195.26695	564
195.28848	557
195.31001	558
195.33156	557
195.35309	553
195.37462	537
195.39616	564
195.41769	559
195.43922	566
195.46075	563
195.48228	595
195.50383	570
195.52536	560
195.54689	560
195.56842	561
195.58995	571
195.6115	575
195.63303	575
195.65456	565
195.67609	584
195.69762	575
195.71915	565
195.74068	567
195.76221	576
195.78374	562
195.80528	567
195.82681	569
195.84834	562
195.86987	575
195.8914	611
195.91293	568
195.93446	576
195.95599	591
195.97752	581
195.99905	600
196.02058	592
196.0421	582
196.06363	600
196.08516	589
196.10669	584
196.12822	606
196.14975	599
196.17128	608
196.19281	615
196.21434	583
196.23586	620
196.25739	590
196.27892	594
196.30045	618
196.32198	609
196.34351	596
196.36502	602
196.38655	593
196.40808	603
196.42961	603
196.45113	614
196.47266	612
196.49419	615
196.5157	602
196.53723	625
196.55876	621
196.58029	628
196.60181	621
196.62334	604
196.64485	609
196.66638	632
196.68791	617
196.70943	620
196.73096	612
196.75249	633
196.774	626
196.79553	640
196.81705	631
196.83858	646
196.86009	628
196.88162	630
196.90314	635
196.92467	637
196.94618	621
196.96771	619
196.98923	639
197.01076	633
197.03227	634
197.0538	682
197.07532	621
197.09683	653
197.11836	637
197.13988	611
197.16141	633
197.18292	648
197.20444	649
197.22597	626
197.24748	662
197.269	656
197.29053	652
197.31204	662
197.33356	655
197.35509	648
197.3766	650
197.39812	679
197.41963	659
197.44116	681
197.46268	661
197.48419	661
197.50571	671
197.52722	679
197.54875	683
197.57027	684
197.59178	673
197.6133	687
197.63481	671
197.65633	686
197.67784	698
197.69937	701
197.72089	746
197.7424	707
197.76392	697
197.78543	700
197.80695	693
197.82846	700
197.84998	719
197.87149	704
197.89301	720
197.91452	707
197.93604	709
197.95755	702
197.97906	707
198.00058	726
198.02209	716
198.04361	715
198.06512	729
198.08664	700
198.10814	721
198.12965	716
198.15117	730
198.17268	749
198.1942	838
198.21571	719
198.23723	731
198.25873	726
198.28024	742
198.30176	732
198.32327	748
198.34479	755
198.36629	752
198.3878	749
198.40932	745
198.43083	751
198.45233	753
198.47385	756
198.49536	762
198.51686	764
198.53838	761
198.55989	765
198.58139	772
198.60291	774
198.62442	779
198.64592	784
198.66743	772
198.68895	804
198.71045	787
198.73196	795
198.75346	783
198.77498	791
198.79648	797
198.81799	805
198.83949	808
198.86101	790
198.88251	808
198.90402	799
198.92552	807
198.94704	808
198.96854	811
198.99005	811
199.01155	816
199.03307	810
199.05457	836
199.07607	827
199.09758	845
199.11908	821
199.14059	843
199.16209	848
199.18359	872
199.20511	840
199.22661	857
199.24811	857
199.26961	884
199.29112	874
199.31262	883
199.33412	858
199.35564	869
199.37714	875
199.39864	882
199.42014	953
199.44164	900
199.46315	898
199.48465	882
199.50615	886
199.52765	899
199.54915	890
199.57065	889
199.59216	893
199.61366	901
199.63516	913
199.65666	909
199.67816	926
199.69966	913
199.72116	920
199.74266	924
199.76416	930
199.78566	929
199.80716	930
199.82866	966
199.85016	956
199.87166	946
199.89316	961
199.91466	969
199.93616	979
199.95766	957
199.97916	965
200.00066	992
200.02216	978
200.04366	1008
200.06516	1003
200.08664	1001
200.10814	1002
200.12964	997
200.15114	1008
200.17264	1026
200.19414	1020
200.21562	1033
200.23712	1054
200.25862	1035
200.28012	1020
200.30161	1032
200.3231	1044
200.3446	1054
200.3661	1055
200.38759	1068
200.40909	1071
200.43059	1089
200.45207	1078
200.47357	1071
200.49507	1069
200.51656	1083
200.53806	1078
200.55956	1108
200.58104	1090
200.60254	1087
200.62402	1116
200.64552	1095
200.66702	1128
200.68851	1132
200.71001	1226
200.73149	1134
200.75299	1154
200.77448	1170
200.79597	1157
200.81746	1137
200.83896	1166
200.86044	1180
200.88194	1183
200.90343	1179
200.92491	1181
200.94641	1216
200.9679	1197
200.9894	1219
201.01088	1201
201.03236	1225
201.05386	1242
201.07535	1244
201.09683	1234
201.11833	1252
201.13982	1278
201.1613	1271
201.1828	1271
201.20428	1296
201.22577	1276
201.24725	1274
201.26875	1283
201.29024	1303
201.31172	1317
201.33321	1339
201.35469	1331
201.37619	1330
201.39767	1346
201.41916	1361
201.44064	1374
201.46213	1377
201.48361	1394
201.50511	1405
201.5266	1386
201.54808	1419
201.56956	1410
201.59105	1443
201.61253	1424
201.63402	1451
201.6555	1473
201.67699	1461
201.69847	1470
201.71996	1468
201.74144	1498
201.76292	1527
201.78441	1517
201.80589	1524
201.82738	1524
201.84886	1526
201.87035	1537
201.89183	1559
201.9133	1569
201.93478	1569
201.95627	1547
201.97775	1596
201.99924	1584
202.02072	1600
202.04221	1632
202.06367	1609
202.08516	1629
202.10664	1633
202.12813	1632
202.14961	1687
202.17108	1684
202.19257	1680
202.21405	1682
202.23553	1706
202.257	1707
202.27849	1726
202.29997	1722
202.32144	1722
202.34293	1724
202.36441	1710
202.38588	1758
202.40736	1774
202.42883	1774
202.45032	1805
202.4718	1803
202.49327	1778
202.51476	1987
202.53622	1815
202.55771	1860
202.57918	1865
202.60066	1893
202.62213	1865
202.64362	1904
202.66508	1928
202.68657	1935
202.70804	1934
202.72952	1949
202.75099	1958
202.77248	2002
202.79395	1976
202.81543	1993
202.8369	2016
202.85837	2029
202.87985	2032
202.90132	2064
202.92279	2070
202.94427	2102
202.96574	2106
202.98721	2118
203.0087	2134
203.03017	2138
203.05164	2140
203.0731	2233
203.09459	2237
203.11606	2251
203.13753	2254
203.159	2238
203.18048	2276
203.20195	2314
203.22342	2276
203.24489	2325
203.26636	2336
203.28783	2332
203.30931	2351
203.33078	2393
203.35225	2377
203.37372	2418
203.39519	2395
203.41666	2412
203.43813	2427
203.45959	2447
203.48106	2450
203.50253	2512
203.524	2520
203.54547	2517
203.56694	2532
203.58841	2577
203.60988	2643
203.63135	2588
203.65282	2596
203.67429	2663
203.69576	2649
203.71722	2659
203.73869	2676
203.76016	2671
203.78163	2710
203.80309	2700
203.82455	2724
203.84602	2753
203.86749	2774
203.88896	2804
203.91043	2799
203.93188	2820
203.95335	2812
203.97482	2841
203.99629	2878
204.01775	2909
204.03922	2963
204.06068	2930
204.08215	2990
204.10361	2991
204.12508	3023
204.14655	3046
204.168	3028
204.18947	3066
204.21094	3074
204.23239	3111
204.25386	3127
204.27531	3162
204.29678	3199
204.31825	3184
204.33971	3197
204.36118	3250
204.38263	3284
204.4041	3320
204.42555	3339
204.44702	3353
204.46848	3392
204.48994	3399
204.5114	3454
204.53287	3499
204.55432	3497
204.57579	3503
204.59724	3542
204.6187	3574
204.64017	3606
204.66162	3649
204.68309	3675
204.70454	3748
204.726	3745
204.74747	3742
204.76892	3825
204.79037	3850
204.81184	3869
204.8333	3910
204.85475	3934
204.87621	3928
204.89767	3988
204.91913	3985
204.94058	4038
204.96204	4084
204.98351	4103
205.00496	4130
205.02641	4180
205.04787	4224
205.06932	4292
205.09077	4281
205.11224	4334
205.1337	4365
205.15515	4404
205.17661	4452
205.19806	4440
205.21951	4520
205.24097	4563
205.26242	4592
205.28387	4635
205.30533	4667
205.32678	4705
205.34824	4722
205.36969	4739
205.39114	4777
205.4126	4785
205.43405	4810
205.45551	4868
205.47696	4934
205.49841	4929
205.51987	4969
205.54132	5021
205.56277	5069
205.58421	5127
205.60567	5185
205.62712	5234
205.64857	5248
205.67003	5296
205.69148	5349
205.71292	5404
205.73438	5450
205.75583	5490
205.77728	5533
205.79872	5611
205.82018	5656
205.84163	5752
205.86308	5810
205.88452	5851
205.90598	5845
205.92743	5881
205.94887	5993
205.97032	5995
205.99178	6066
206.01321	6128
206.03467	6141
206.05611	6242
206.07756	6271
206.09901	6290
206.12045	6339
206.14191	6335
206.16335	6463
206.1848	6513
206.20624	6560
206.22769	6560
206.24913	6644
206.27058	6727
206.29202	6773
206.31348	6794
206.33492	6849
206.35637	6843
206.37781	6938
206.39925	6951
206.4207	7017
206.44214	7064
206.46359	7141
206.48503	7185
206.50647	7273
206.52792	7370
206.54936	7421
206.5708	7469
206.59224	7536
206.61369	7572
206.63513	7610
206.65657	7677
206.67802	7739
206.69946	7784
206.7209	7796
206.74234	7852
206.76378	7915
206.78523	7969
206.80667	8013
206.82811	8040
206.84955	8089
206.87099	8173
206.89243	8202
206.91386	8246
206.93532	8364
206.95676	8523
206.9782	8533
206.99963	8578
207.02107	8654
207.04251	8729
207.06395	8778
207.08539	8807
207.10683	8907
207.12827	8932
207.1497	9015
207.17114	9030
207.19258	9155
207.21402	9237
207.23546	9328
207.2569	9383
207.27832	9539
207.29976	9592
207.3212	9692
207.34264	9692
207.36407	9755
207.38551	9843
207.40695	9895
207.42838	10007
207.44981	10111
207.47125	10241
207.49269	10358
207.51413	10418
207.53555	10453
207.55699	10476
207.57843	10593
207.59985	10667
207.62129	10845
207.64273	10856
207.66417	10925
207.68559	10954
207.70703	11055
207.72845	11149
207.74989	11181
207.77133	11214
207.79276	11284
207.81419	11350
207.83562	11412
207.85706	11546
207.87849	11664
207.89992	11643
207.92136	11767
207.94278	11856
207.96422	12007
207.98564	12159
208.00708	12197
208.0285	12385
208.04994	12406
208.07137	12455
208.09279	12463
208.11423	12525
208.13565	12606
208.15709	12701
208.17851	12716
208.19994	12787
208.22137	13016
208.2428	13084
208.26422	13215
208.28566	13196
208.30708	13267
208.32851	13382
208.34995	13427
208.37137	13532
208.39279	13746
208.41422	13898
208.43565	13980
208.45708	14026
208.4785	14155
208.49992	14265
208.52135	14254
208.54279	14311
208.56421	14367
208.58563	14517
208.60706	14613
208.62848	14661
208.6499	14766
208.67133	14869
208.69275	14957
208.71417	15137
208.7356	15354
208.75703	15464
208.77846	15555
208.79988	15629
208.8213	15646
208.84273	15763
208.86415	15913
208.88556	16059
208.90698	16247
208.92841	16462
208.94983	16561
208.97125	16673
208.99268	16901
209.0141	16953
209.03552	17034
209.05695	17135
209.07837	17197
209.09978	17202
209.1212	17295
209.14262	17462
209.16405	17588
209.18547	17689
209.20688	17745
209.2283	17855
209.24973	17923
209.27115	18016
209.29256	18100
209.31398	18257
209.3354	18462
209.35683	18555
209.37823	18646
209.39966	18823
209.42108	19065
209.44249	19143
209.46391	19324
209.48532	19334
209.50674	19415
209.52817	19446
209.54958	19518
209.571	19538
209.59241	19757
209.61383	19999
209.63524	19962
209.65666	19936
209.67807	20292
209.69949	20531
209.7209	20663
209.74232	20811
209.76373	20860
209.78516	20885
209.80656	20991
209.82797	21091
209.8494	21247
209.8708	21397
209.89223	21416
209.91364	21636
209.93504	21870
209.95647	21918
209.97787	21954
209.99928	21959
210.02071	22112
210.04211	22165
210.06352	22313
210.08493	22470
210.10635	22615
210.12776	22781
210.14917	22793
210.17058	22873
210.19199	23159
210.21341	23322
210.23482	23461
210.25623	23518
210.27763	23698
210.29904	23724
210.32045	23833
210.34186	23838
210.36327	23968
210.38469	24173
210.4061	24360
210.42751	24600
210.44891	24829
210.47032	24999
210.49173	25205
210.51314	25280
210.53455	25443
210.55595	25702
210.57736	25909
210.59877	25985
210.62018	26233
210.64157	26510
210.66298	26483
210.68439	26545
210.7058	26521
210.7272	26639
210.74861	26715
210.77002	27006
210.79143	27229
210.81282	27169
210.83423	27338
210.85564	27477
210.87704	27600
210.89844	27681
210.91985	27827
210.94125	28035
210.96266	28190
210.98405	28295
211.00546	28295
211.02687	28311
211.04826	28486
211.06967	28654
211.09108	28692
211.11247	28949
211.13388	29263
211.15529	29314
211.17668	29298
211.19809	29183
211.21948	29070
211.24089	29113
211.2623	29085
211.28369	29307
211.3051	29447
211.32649	29650
211.3479	29611
211.36929	29744
211.3907	29836
211.41209	29978
211.43349	30138
211.4549	30241
211.47629	30361
211.4977	30559
211.51909	30583
211.54048	30655
211.56189	30804
211.58328	30885
211.60469	30919
211.62608	30894
211.64748	31406
211.66887	31690
211.69028	31767
211.71167	31685
211.73306	31738
211.75447	31775
211.77586	31923
211.79726	32145
211.81865	32388
211.84004	32627
211.86145	32653
211.88284	32633
211.90424	32695
211.92563	32880
211.94702	32969
211.96841	33132
211.98981	33351
212.01122	33350
212.03261	33412
212.054	33240
212.07539	33546
212.09679	33671
212.11818	33652
212.13957	33692
212.16096	33693
212.18236	33806
212.20375	33896
212.22514	33942
212.24654	34073
212.26793	34108
212.28932	34249
212.3107	34523
212.33209	34743
212.35349	34685
212.37488	34940
212.39627	35067
212.41766	35067
212.43906	34972
212.46043	34863
212.48183	34730
212.50322	34907
212.52461	34805
212.54601	34692
212.56738	34635
212.58878	34847
212.61017	34682
212.63156	34911
212.65294	34695
212.67433	34772
212.69572	34547
212.7171	34585
212.73849	34684
212.75989	35211
212.78127	35185
212.80266	35220
212.82404	35243
212.84543	35230
212.86681	35242
212.8882	35226
212.90959	35380
212.93097	35406
212.95236	35464
212.97374	35697
212.99513	35630
213.01651	35698
213.0379	35612
213.05928	35757
213.08066	35935
213.10205	36393
213.12343	36792
213.14482	36747
213.1662	36740
213.18758	36395
213.20897	36313
213.23035	36186
213.25172	36404
213.27312	36683
213.29449	36995
213.31587	37041
213.33727	37018
213.35864	37033
213.38002	37026
213.4014	36757
213.42279	36769
213.44417	36882
213.46555	36836
213.48692	36577
213.5083	36257
213.52969	36132
213.55107	36038
213.57245	36090
213.59383	36047
213.6152	36109
213.63658	36190
213.65796	36237
213.67934	36144
213.70071	36274
213.72209	36260
213.74347	36391
213.76485	36761
213.78622	36878
213.8076	36803
213.82898	36753
213.85036	36835
213.87173	37052
213.89311	36896
213.91449	36548
213.93587	36375
213.95724	36406
213.97862	36357
214	35838
214.02138	36086
214.04274	36763
214.06412	36590
214.08549	36727
214.10687	36749
214.12825	36664
214.14961	36630
214.17099	36535
214.19237	36562
214.21375	36684
214.23511	36518
214.25648	36801
214.27786	36668
214.29922	36721
214.3206	36409
214.34198	36301
214.36334	36202
214.38472	36036
214.4061	36115
214.42746	36164
214.44884	36167
214.4702	36078
214.49158	35926
214.51294	35995
214.53432	35994
214.55568	36116
214.57706	36031
214.59842	36091
214.6198	35856
214.64116	35780
214.66254	35764
214.6839	35602
214.70528	35570
214.72664	35844
214.74802	35736
214.76938	35614
214.79074	35693
214.81212	35492
214.83348	35591
214.85484	35598
214.87622	35270
214.89758	35433
214.91895	35285
214.94031	35130
214.96169	35073
214.98305	34999
215.00441	34971
215.02577	34834
215.04715	34601
215.06851	34562
215.08987	34626
215.11124	34540
215.1326	34341
215.15396	34312
215.17534	34338
215.1967	34327
215.21806	34293
215.23943	34119
215.26079	34238
215.28215	34203
215.30351	33911
215.32487	33922
215.34624	33749
215.3676	33633
215.38896	33671
215.41032	33560
215.43169	33381
215.45305	33244
215.47441	33321
215.49577	33092
215.51714	33058
215.5385	32862
215.55986	32685
215.58121	32545
215.60257	32258
215.62393	31908
215.64529	31559
215.66666	31639
215.68802	31484
215.70937	31313
215.73073	31318
215.75209	31372
215.77345	31243
215.7948	31055
215.81616	30927
215.83752	30787
215.85889	30678
215.88023	30771
215.9016	30775
215.92296	30864
215.94431	30773
215.96567	30640
215.98701	30640
216.00838	30703
216.02974	30702
216.05109	30629
216.07245	30555
216.0938	30462
216.11516	30148
216.13651	30000
216.15787	29859
216.17921	29910
216.20058	29880
216.22192	29881
216.24329	29867
216.26463	29898
216.286	30007
216.30734	29853
216.32869	29587
216.35005	29522
216.3714	29588
216.39275	29567
216.41411	29580
216.43546	29726
216.4568	29561
216.47816	29409
216.49951	29116
216.52086	28946
216.54222	28792
216.56357	28666
216.58492	28847
216.60626	28695
216.62761	28651
216.64897	28523
216.67032	28547
216.69167	28461
216.71301	28309
216.73436	28312
216.75571	28286
216.77705	28289
216.79842	28135
216.81976	27850
216.84111	27600
216.86246	27590
216.8838	27487
216.90515	27456
216.9265	27561
216.94785	27610
216.96919	27513
216.99054	27386
217.01189	27133
217.03323	26882
217.05458	26852
217.07591	26790
217.09726	26803
217.11861	26742
217.13995	26781
217.1613	26492
217.18265	26459
217.20399	26392
217.22533	26346
217.24667	26201
217.26802	26076
217.28937	26102
217.31071	25930
217.33205	25826
217.35339	25769
217.37474	25631
217.39609	25543
217.41742	25391
217.43877	25436
217.46011	25586
217.48145	25497
217.50279	25381
217.52412	25174
217.54547	24988
217.56682	24881
217.58815	24858
217.6095	24820
217.63083	25046
217.65218	24999
217.67351	24887
217.69485	24739
217.71619	24556
217.73753	24500
217.75887	24449
217.78021	24437
217.80154	24454
217.82289	24225
217.84422	24113
217.86557	23948
217.8869	23800
217.90823	23633
217.92958	23567
217.95091	23427
217.97224	23370
217.99359	23323
218.01492	23174
218.03625	23053
218.05759	22982
218.07893	22900
218.10027	22832
218.1216	22817
218.14293	22801
218.16428	22630
218.18561	22487
218.20694	22620
218.22827	22524
218.2496	22369
218.27094	22235
218.29228	22048
218.31361	22001
218.33495	21791
218.35628	21644
218.37761	21688
218.39894	21722
218.42027	21548
218.4416	21402
218.46294	21372
218.48427	21332
218.5056	21145
218.52693	21127
218.54826	21120
218.5696	21213
218.59093	21244
218.61226	21142
218.63359	21027
218.65492	20958
218.67624	20816
218.69757	20692
218.7189	20696
218.74023	20681
218.76157	20576
218.7829	20447
218.80421	20377
218.82555	20312
218.84688	20257
218.86821	20221
218.88953	20310
218.91086	20311
218.93219	20359
218.95351	20306
218.97484	20208
218.99617	20058
219.01749	20050
219.03882	20034
219.06015	20052
219.08147	20254
219.1028	20248
219.12411	20110
219.14545	20025
219.16678	20090
219.1881	20043
219.20943	19799
219.23074	19860
219.25208	19779
219.27339	19650
219.29472	19528
219.31604	19382
219.33736	19378
219.35869	19295
219.38	19178
219.40134	18982
219.42265	18993
219.44397	19000
219.4653	19013
219.48662	18935
219.50793	18848
219.52927	18762
219.55058	18824
219.5719	18851
219.59323	18861
219.61455	18721
219.63586	18678
219.65718	18536
219.6785	18511
219.69983	18364
219.72115	18185
219.74246	18193
219.76378	18175
219.7851	17947
219.80641	17971
219.82773	17957
219.84906	17950
219.87038	17924
219.89169	17940
219.91301	17923
219.93433	17802
219.95564	17634
219.97696	17590
219.99828	17443
220.01959	17465
220.04091	17425
220.06223	17431
220.08354	17399
220.10486	17474
220.12617	17315
220.14748	17207
220.16879	17128
220.19011	17086
220.21143	17070
220.23274	17097
220.25406	17026
220.27536	17008
220.29668	16891
220.31799	16842
220.33931	16895
220.36063	16822
220.38193	16823
220.40324	16735
220.42456	16689
220.44586	16563
220.46718	16604
220.48849	16555
220.5098	16504
220.53111	16488
220.55243	16443
220.57373	16401
220.59505	16399
220.61636	16370
220.63766	16396
220.65898	16296
220.68028	16272
220.7016	16209
220.7229	16123
220.74422	16080
220.76552	16124
220.78683	16126
220.80814	15960
220.82945	15848
220.85075	15783
220.87206	15706
220.89337	15630
220.91467	15689
220.93599	15705
220.95729	15555
220.97859	15509
220.99991	15481
221.02121	15351
221.04251	15437
221.06381	15369
221.08513	15325
221.10643	15287
221.12773	15281
221.14903	15142
221.17035	15056
221.19165	15043
221.21295	15021
221.23425	14933
221.25555	14857
221.27686	14910
221.29817	14897
221.31947	14841
221.34077	14746
221.36208	14658
221.38338	14535
221.40468	14444
221.42598	14240
221.44728	14185
221.46858	14071
221.48988	14003
221.51118	14035
221.53249	14050
221.55379	14082
221.57509	13966
221.59639	13838
221.61769	13686
221.63899	13646
221.66028	13647
221.68158	13769
221.70288	13771
221.72418	13761
221.74548	13678
221.76678	13618
221.78807	13667
221.80937	13692
221.83067	13634
221.85197	13647
221.87326	13572
221.89456	13541
221.91586	13422
221.93716	13311
221.95845	13246
221.97975	13188
222.00105	13082
222.02234	13139
222.04364	13188
222.06493	13207
222.08623	13241
222.10753	13103
222.12881	13004
222.15012	13024
222.1714	13125
222.1927	13093
222.21399	13048
222.23529	13026
222.25658	13055
222.27788	12927
222.29916	12876
222.32045	12887
222.34175	12967
222.36304	12766
222.38434	12766
222.40562	12745
222.42691	12683
222.44821	12584
222.4695	12587
222.49078	12568
222.51208	12517
222.53337	12512
222.55466	12500
222.57594	12430
222.59724	12316
222.61853	12297
222.63982	12257
222.6611	12237
222.68239	12206
222.70369	12233
222.72498	12254
222.74626	12206
222.76755	12166
222.78883	12060
222.81012	11943
222.83141	11836
222.85269	11903
222.87398	11790
222.89526	11806
222.91656	11795
222.93785	11770
222.95914	11692
222.98041	11653
223.00169	11637
223.02298	11613
223.04427	11537
223.06555	11479
223.08684	11437
223.10812	11379
223.12941	11330
223.1507	11347
223.17198	11198
223.19325	11201
223.21454	11086
223.23582	11168
223.25711	11263
223.2784	11236
223.29967	11173
223.32095	11103
223.34224	10966
223.36353	10975
223.3848	10961
223.40608	11034
223.42737	11143
223.44864	11161
223.46992	11118
223.4912	11161
223.51248	11151
223.53377	11095
223.55504	11086
223.57632	11055
223.5976	11031
223.61888	11025
223.64015	10907
223.66144	10932
223.68271	10906
223.70399	10878
223.72527	10801
223.74655	10770
223.76782	10741
223.78911	10714
223.81038	10646
223.83165	10626
223.85294	10622
223.87421	10629
223.89549	10638
223.91676	10697
223.93803	10686
223.9593	10611
223.98059	10621
224.00186	10597
224.02313	10542
224.04442	10460
224.06569	10495
224.08696	10497
224.10823	10487
224.1295	10410
224.15077	10320
224.17206	10344
224.19333	10364
224.2146	10304
224.23587	10275
224.25714	10225
224.27841	10214
224.29968	10176
224.32095	10125
224.34222	10122
224.36349	10143
224.38477	10090
224.40604	10148
224.42731	10080
224.44858	10099
224.46985	10045
224.49112	10036
224.51239	10008
224.53366	10006
224.55493	9983
224.5762	9993
224.59747	9972
224.61873	9927
224.64	9869
224.66127	9859
224.68254	9935
224.70381	9932
224.72507	9946
224.74634	9888
224.76761	9833
224.78888	9799
224.81013	9845
224.83141	9815
224.85268	9877
224.87393	9876
224.8952	9905
224.91647	9873
224.93773	9821
224.959	9940
224.98026	9832
225.00153	9789
225.02278	9812
225.04405	9720
225.06532	9711
225.08658	9694
225.10785	9653
225.1291	9676
225.15036	9645
225.17163	9556
225.19289	9513
225.21416	9554
225.23541	9563
225.25668	9489
225.27794	9510
225.29919	9497
225.32047	9443
225.34172	9497
225.36298	9503
225.38425	9537
225.4055	9496
225.42676	9474
225.44801	9448
225.46928	9426
225.49054	9409
225.5118	9371
225.53305	9399
225.55431	9367
225.57558	9276
225.59683	9185
225.61809	9270
225.63934	9257
225.6606	9233
225.68185	9222
225.70311	9151
225.72437	9135
225.74562	9075
225.76688	9057
225.78813	9091
225.80939	9059
225.83064	9065
225.8519	9031
225.87315	9002
225.89441	9033
225.91566	8899
225.93692	8941
225.95818	8861
225.97943	8890
226.00069	8942
226.02194	9000
226.04318	8953
226.06444	8914
226.08569	8887
226.10695	8837
226.1282	8883
226.14944	8949
226.1707	8899
226.19196	8848
226.21321	8776
226.23445	8710
226.25571	8679
226.27696	8710
226.2982	8735
226.31946	8759
226.34071	8728
226.36195	8698
226.38321	8793
226.40445	8751
226.4257	8782
226.44695	8697
226.4682	8746
226.48946	8672
226.5107	8599
226.53195	8694
226.55319	8693
226.57443	8652
226.59569	8635
226.61693	8592
226.63818	8583
226.65942	8524
226.68066	8494
226.70192	8548
226.72316	8550
226.74442	8518
226.76566	8482
226.7869	8554
226.80814	8545
226.82939	8539
226.85063	8479
226.87187	8545
226.89311	8473
226.91437	8427
226.93561	8441
226.95685	8377
226.97809	8306
226.99933	8297
227.02058	8304
227.04182	8305
227.06306	8322
227.0843	8325
227.10555	8384
227.12679	8334
227.14803	8271
227.16927	8261
227.19051	8180
227.21175	8173
227.23299	8154
227.25423	8120
227.27547	8098
227.29671	8040
227.31795	8108
227.33919	8106
227.36043	8111
227.38167	8062
227.40289	8146
227.42413	8106
227.44537	8065
227.46661	8058
227.48785	8132
227.50908	8131
227.53032	8084
227.55156	8138
227.5728	8136
227.59402	8144
227.61526	8116
227.63651	8185
227.65775	8149
227.67897	8104
227.70021	8066
227.72144	7983
227.74268	8025
227.76392	7984
227.78514	7997
227.80638	7962
227.82761	8005
227.84885	8072
227.87007	8049
227.89131	7990
227.91254	8010
227.93378	8013
227.955	8035
227.97624	8078
227.99747	8044
228.01871	8097
228.03993	8064
228.06117	8117
228.0824	8058
228.10362	8062
228.12486	8030
228.14609	8040
228.16731	8041
228.18855	8041
228.20978	8040
228.231	8105
228.25223	8088
228.27347	8024
228.29469	8058
228.31592	8077
228.33714	8091
228.35837	8117
228.37959	8092
228.40083	8080
228.42206	8089
228.44328	8137
228.46451	8110
228.48573	8177
228.50696	8175
228.52818	8204
228.54941	8209
228.57063	8166
228.59186	8137
228.61308	8117
228.63431	8131
228.65553	8142
228.67676	8139
228.69798	8192
228.71921	8146
228.74043	8161
228.76166	8234
228.78287	8257
228.80409	8200
228.82532	8195
228.84654	8197
228.86777	8229
228.88899	8252
228.9102	8299
228.93143	8277
228.95265	8196
228.97388	8162
228.99509	8175
229.01631	8289
229.03754	8317
229.05875	8288
229.07997	8343
229.1012	8302
229.12241	8281
229.14363	8329
229.16484	8374
229.18607	8411
