Date and Time:                Tue Jan 31 14:34:21.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         80
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	572
192.05646	545
192.078	533
192.09956	532
192.12112	536
192.14268	528
192.16425	510
192.18581	494
192.20735	485
192.22891	490
192.25047	491
192.27203	506
192.29358	508
192.31514	507
192.3367	497
192.35826	499
192.37981	516
192.40137	502
192.42293	532
192.44449	496
192.46603	502
192.48759	521
192.50916	530
192.5307	519
192.55226	496
192.57381	500
192.59537	512
192.61693	517
192.63847	524
192.66003	524
192.68159	501
192.70314	495
192.7247	509
192.74625	538
192.76781	537
192.78935	544
192.81091	540
192.83246	534
192.85402	524
192.87556	531
192.89713	519
192.91867	549
192.94023	537
192.96178	530
192.98334	564
193.00488	541
193.02643	516
193.04799	501
193.06953	539
193.09109	545
193.11264	548
193.13419	559
193.15575	546
193.17729	560
193.19884	554
193.2204	546
193.24194	532
193.26349	558
193.28505	545
193.30659	536
193.32814	562
193.34969	545
193.37125	581
193.39279	539
193.41434	554
193.43588	535
193.45744	536
193.47899	544
193.50053	568
193.52208	554
193.54362	551
193.56517	553
193.58673	577
193.60828	553
193.62982	565
193.65137	555
193.67291	548
193.69446	538
193.716	531
193.73755	551
193.75909	540
193.78064	557
193.80219	535
193.82375	552
193.84529	551
193.86684	539
193.88838	554
193.90993	559
193.93147	545
193.953	554
193.97455	554
193.99609	549
194.01764	568
194.03918	560
194.06073	549
194.08228	553
194.10382	568
194.12537	562
194.14691	562
194.16846	551
194.18999	555
194.21153	556
194.23308	549
194.25462	558
194.27617	560
194.29771	567
194.31924	551
194.34079	558
194.36234	579
194.38388	592
194.40541	553
194.42696	564
194.4485	554
194.47005	544
194.49158	530
194.51312	521
194.53467	507
194.5562	535
194.57774	518
194.59929	535
194.62082	533
194.64236	535
194.66391	519
194.68544	526
194.70699	549
194.72852	574
194.75006	542
194.77161	516
194.79314	534
194.81468	567
194.83621	566
194.85776	546
194.87929	521
194.90083	537
