Date and Time:                Tue Jan 31 14:14:05.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	13251
192.05646	12268
192.078	11107
192.09956	10086
192.12112	10441
192.14268	9814
192.16425	6794
192.18581	4548
192.20735	3947
192.22891	4274
192.25047	4564
192.27203	4240
192.29358	5626
192.31514	7037
192.3367	5600
192.35826	4872
192.37981	6944
192.40137	8168
192.42293	6793
192.44449	4933
192.46603	6314
192.48759	9435
192.50916	10889
192.5307	9653
192.55226	6547
192.57381	5686
192.59537	8262
192.61693	10954
192.63847	12159
192.66003	11448
192.68159	8686
192.70314	6381
192.7247	8121
192.74625	11287
192.76781	12888
192.78935	13081
192.81091	12393
192.83246	10604
192.85402	8044
192.87556	8454
192.89713	11438
192.91867	13386
192.94023	13909
192.96178	14062
192.98334	13866
193.00488	12732
193.02643	10214
193.04799	9284
193.06953	11401
193.09109	13593
193.11264	14401
193.13419	14662
193.15575	14712
193.17729	14622
193.19884	14003
193.2204	12440
193.24194	11149
193.26349	12197
193.28505	13951
193.30659	14619
193.32814	14944
193.34969	15110
193.37125	15173
193.39279	15112
193.41434	14751
193.43588	13834
193.45744	12770
193.47899	12958
193.50053	14166
193.52208	14852
193.54362	15096
193.56517	15150
193.58673	15154
193.60828	15215
193.62982	15174
193.65137	14950
193.67291	13976
193.69446	12967
193.716	12697
193.73755	13437
193.75909	14287
193.78064	14031
193.80219	14184
193.82375	14911
193.84529	14681
193.86684	14063
193.88838	14663
193.90993	15290
193.93147	15178
193.953	14162
193.97455	13696
193.99609	14579
194.01764	15355
194.03918	15623
194.06073	15479
194.08228	14855
194.10382	14908
194.12537	15536
194.14691	15860
194.16846	15995
194.18999	15897
194.21153	15391
194.23308	14721
194.25462	14822
194.27617	15448
194.29771	15812
194.31924	15927
194.34079	16034
194.36234	15873
194.38388	15368
194.40541	15057
194.42696	15277
194.4485	15172
194.47005	13637
194.49158	11084
194.51312	10028
194.53467	9729
