Date and Time:                Tue Jan 31 14:25:08.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         80
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	567
192.05646	553
192.078	528
192.09956	523
192.12112	526
192.14268	535
192.16425	499
192.18581	501
192.20735	482
192.22891	483
192.25047	495
192.27203	511
192.29358	506
192.31514	508
192.3367	506
192.35826	489
192.37981	502
192.40137	509
192.42293	528
192.44449	501
192.46603	499
192.48759	521
192.50916	534
192.5307	515
192.55226	491
192.57381	506
192.59537	506
192.61693	525
192.63847	528
192.66003	525
192.68159	505
192.70314	496
192.7247	507
192.74625	530
192.76781	540
192.78935	550
192.81091	540
192.83246	533
192.85402	515
192.87556	534
192.89713	524
192.91867	542
192.94023	540
192.96178	528
192.98334	549
193.00488	540
193.02643	516
193.04799	499
193.06953	540
193.09109	538
193.11264	543
193.13419	553
193.15575	542
193.17729	556
193.19884	555
193.2204	534
193.24194	528
193.26349	569
193.28505	544
193.30659	538
193.32814	562
193.34969	544
193.37125	581
193.39279	545
193.41434	552
193.43588	530
193.45744	534
193.47899	539
193.50053	559
193.52208	557
193.54362	556
193.56517	553
193.58673	574
193.60828	546
193.62982	560
193.65137	559
193.67291	550
193.69446	528
193.716	540
193.73755	552
193.75909	549
193.78064	553
193.80219	542
193.82375	558
193.84529	531
193.86684	552
193.88838	544
193.90993	553
193.93147	562
193.953	550
193.97455	549
193.99609	544
194.01764	564
194.03918	551
194.06073	555
194.08228	540
194.10382	570
194.12537	559
194.14691	554
194.16846	553
194.18999	553
194.21153	556
194.23308	556
194.25462	558
194.27617	545
194.29771	559
194.31924	560
194.34079	561
194.36234	571
194.38388	580
194.40541	555
194.42696	564
194.4485	568
194.47005	702
194.49158	715
194.51312	528
194.53467	513
194.5562	543
194.57774	519
194.59929	529
194.62082	519
194.64236	528
194.66391	515
194.68544	541
194.70699	647
194.72852	614
194.75006	541
194.77161	516
194.79314	548
194.81468	566
194.83621	567
194.85776	569
194.87929	511
194.90083	532
