Date and Time:                Tue Jan 31 14:38:59.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         10
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              214
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



192.0349	13327
192.05646	12353
192.078	11229
192.09956	10109
192.12112	10475
192.14268	9957
192.16425	6980
192.18581	4614
192.20735	3972
192.22891	4244
192.25047	4601
192.27203	4258
192.29358	5575
192.31514	7088
192.3367	5707
192.35826	4863
192.37981	6890
192.40137	8194
192.42293	6910
192.44449	5001
192.46603	6219
192.48759	9417
192.50916	10931
192.5307	9830
192.55226	6728
192.57381	5651
192.59537	8163
192.61693	10953
192.63847	12155
192.66003	11639
192.68159	8867
192.70314	6390
192.7247	8023
192.74625	11217
192.76781	12895
192.78935	13133
192.81091	12506
192.83246	10768
192.85402	8166
192.87556	8385
192.89713	11357
192.91867	13404
192.94023	14024
192.96178	14183
192.98334	13965
193.00488	12904
193.02643	10390
193.04799	9267
193.06953	11375
193.09109	13541
193.11264	14508
193.13419	14750
193.15575	14834
193.17729	14749
193.19884	14107
193.2204	12591
193.24194	11203
193.26349	12128
193.28505	13869
193.30659	14705
193.32814	14986
193.34969	15213
193.37125	15236
193.39279	15163
193.41434	14863
193.43588	13899
193.45744	12907
193.47899	13026
193.50053	14199
193.52208	14922
193.54362	15189
193.56517	15179
193.58673	15207
193.60828	15316
193.62982	15345
193.65137	15066
193.67291	14077
193.69446	13076
193.716	12748
193.73755	13484
193.75909	14338
193.78064	14094
193.80219	14330
193.82375	14908
193.84529	14719
193.86684	14146
193.88838	14752
193.90993	15295
193.93147	15218
193.953	14298
193.97455	13788
193.99609	14642
194.01764	15450
194.03918	15689
194.06073	15578
194.08228	14918
194.10382	14885
194.12537	15566
194.14691	15947
194.16846	16039
194.18999	15999
194.21153	15544
194.23308	14844
194.25462	15013
194.27617	15497
194.29771	15933
194.31924	16040
194.34079	16134
194.36234	15945
194.38388	15473
194.40541	15126
194.42696	15381
194.4485	15279
194.47005	13842
194.49158	11271
194.51312	10158
194.53467	9760
